HCPCS,MOD,DESCRIPTION,WORK RVU
82415,,Assay of chloramphenicol,0.00
82435,,Assay of blood chloride,0.00
82436,,Assay of urine chloride,0.00
82438,,Assay other fluid chlorides,0.00
82441,,Test for chlorohydrocarbons,0.00
82465,,Assay bld/serum cholesterol,0.00
82480,,Assay serum cholinesterase,0.00
82482,,Assay rbc cholinesterase,0.00
82485,,Assay chondroitin sulfate,0.00
82495,,Assay of chromium,0.00
82507,,Assay of citrate,0.00
82523,,Collagen crosslinks,0.00
82525,,Assay of copper,0.00
82528,,Assay of corticosterone,0.00
82530,,Cortisol free,0.00
82533,,Total cortisol,0.00
82540,,Assay of creatine,0.00
82542,,Col chromotography qual/quan,0.00
82550,,Assay of ck (cpk),0.00
82552,,Assay of cpk in blood,0.00
82553,,Creatine mb fraction,0.00
82554,,Creatine isoforms,0.00
82565,,Assay of creatinine,0.00
82570,,Assay of urine creatinine,0.00
82575,,Creatinine clearance test,0.00
82585,,Assay of cryofibrinogen,0.00
82595,,Assay of cryoglobulin,0.00
82600,,Assay of cyanide,0.00
82607,,Vitamin b-12,0.00
82608,,B-12 binding capacity,0.00
82610,,Cystatin c,0.00
82615,,Test for urine cystines,0.00
82626,,Dehydroepiandrosterone,0.00
82627,,Dehydroepiandrosterone,0.00
82633,,Desoxycorticosterone,0.00
82634,,Deoxycortisol,0.00
82638,,Assay of dibucaine number,0.00
82642,,Dihydrotestosterone,0.00
82652,,Vit d 1 25-dihydroxy,0.00
82653,,El-1 fecal quantitative,0.00
82656,,El-1 fecal qual/semiq,0.00
82657,,Enzyme cell activity,0.00
82658,,Enzyme cell activity ra,0.00
82664,,Electrophoretic test,0.00
82668,,Assay of erythropoietin,0.00
82670,,Assay of total estradiol,0.00
82671,,Assay of estrogens,0.00
82672,,Assay of estrogen,0.00
82677,,Assay of estriol,0.00
82679,,Assay of estrone,0.00
82681,,Assay dir meas fr estradiol,0.00
82693,,Assay of ethylene glycol,0.00
82696,,Assay of etiocholanolone,0.00
82705,,Fats/lipids feces qual,0.00
82710,,Fats/lipids feces quant,0.00
82715,,Assay of fecal fat,0.00
82725,,Assay of blood fatty acids,0.00
82726,,Long chain fatty acids,0.00
82728,,Assay of ferritin,0.00
82731,,Assay of fetal fibronectin,0.00
82735,,Assay of fluoride,0.00
82746,,Assay of folic acid serum,0.00
82747,,Assay of folic acid rbc,0.00
82757,,Assay of semen fructose,0.00
82759,,Assay of rbc galactokinase,0.00
82760,,Assay of galactose,0.00
82775,,Assay galactose transferase,0.00
82776,,Galactose transferase test,0.00
82777,,Galectin-3,0.00
82784,,Assay iga/igd/igg/igm each,0.00
82785,,Assay of ige,0.00
82787,,Igg 1 2 3 or 4 each,0.00
82800,,Blood ph,0.00
82803,,Blood gases any combination,0.00
82805,,Blood gases w/o2 saturation,0.00
82810,,Blood gases o2 sat only,0.00
82820,,Hemoglobin-oxygen affinity,0.00
82930,,Gastric analy w/ph ea spec,0.00
82938,,Gastrin test,0.00
82941,,Assay of gastrin,0.00
82943,,Assay of glucagon,0.00
82945,,Glucose other fluid,0.00
82946,,Glucagon tolerance test,0.00
82947,,Assay glucose blood quant,0.00
82948,,Reagent strip/blood glucose,0.00
82950,,Glucose test,0.00
82951,,Glucose tolerance test (gtt),0.00
82952,,Gtt-added samples,0.00
82955,,Assay of g6pd enzyme,0.00
82960,,Test for g6pd enzyme,0.00
82962,,Glucose blood test,0.00
82963,,Assay of glucosidase,0.00
82965,,Assay of gdh enzyme,0.00
82977,,Assay of ggt,0.00
82978,,Assay of glutathione,0.00
82979,,Assay rbc glutathione,0.00
82985,,Assay of glycated protein,0.00
83001,,Assay of gonadotropin (fsh),0.00
83002,,Assay of gonadotropin (lh),0.00
83003,,Assay growth hormone (hgh),0.00
83006,,Growth stimulation gene 2,0.00
83009,,H pylori (c-13) blood,0.00
83010,,Assay of haptoglobin quant,0.00
83012,,Assay of haptoglobins,0.00
83013,,H pylori (c-13) breath,0.00
83014,,H pylori drug admin,0.00
83015,,Heavy metal qual any anal,0.00
83018,,Heavy metal quant each nes,0.00
83020,,Hemoglobin electrophoresis,0.00
83020,26,Hemoglobin electrophoresis,0.37
83021,,Hemoglobin chromotography,0.00
83026,,Hemoglobin copper sulfate,0.00
83030,,Hemoglobin f fetal chemical,0.00
83033,,Hemoglobin ftl f assay qual,0.00
83036,,Hemoglobin glycosylated a1c,0.00
83037,,Hb glycosylated a1c home dev,0.00
83045,,Hgb methemoglobin qual,0.00
83050,,Hgb methemoglobin quan,0.00
83051,,Hemoglobin plasma,0.00
83060,,Hgb sulfhemoglobin quan,0.00
83065,,Hemoglobin thermolabile,0.00
83068,,Hemoglobin unstable screen,0.00
83069,,Hemoglobin urine,0.00
83070,,Assay of hemosiderin qual,0.00
83080,,Assay of b hexosaminidase ea,0.00
83088,,Assay of histamine,0.00
83090,,Assay of homocysteine,0.00
83150,,Assay of homovanillic acid,0.00
83491,,Asy hydroxycorticosteroids17,0.00
83497,,Assay of 5-hiaa,0.00
83498,,Asy hydroxyprogesterone 17-d,0.00
83500,,Assay free hydroxyproline,0.00
83505,,Assay total hydroxyproline,0.00
83516,,Immunoassay nonantibody,0.00
83518,,Immunoassay dipstick,0.00
83519,,Ria nonantibody,0.00
83520,,Immunoassay quant nos nonab,0.00
83521,,Ig light chains free each,0.00
83525,,Assay of insulin,0.00
83527,,Assay of insulin,0.00
83528,,Assay of intrinsic factor,0.00
83529,,Asay of interleukin-6 (il-6),0.00
83540,,Assay of iron,0.00
83550,,Iron binding test,0.00
83570,,Assay of idh enzyme,0.00
83582,,Assay of ketogenic steroids,0.00
83586,,Assay 17- ketosteroids,0.00
83593,,Fractionation ketosteroids,0.00
83605,,Assay of lactic acid,0.00
83615,,Lactate (ld) (ldh) enzyme,0.00
83625,,Assay of ldh enzymes,0.00
83630,,Lactoferrin fecal (qual),0.00
83631,,Lactoferrin fecal (quant),0.00
83632,,Placental lactogen,0.00
83633,,Test urine for lactose,0.00
83655,,Assay of lead,0.00
83661,,L/s ratio fetal lung,0.00
83662,,Foam stability fetal lung,0.00
83663,,Fluoro polarize fetal lung,0.00
83664,,Lamellar bdy fetal lung,0.00
83670,,Assay of lap enzyme,0.00
83690,,Assay of lipase,0.00
83695,,Assay of lipoprotein(a),0.00
83698,,Assay lipoprotein pla2,0.00
83700,,Lipopro bld electrophoretic,0.00
83701,,Lipoprotein bld hr fraction,0.00
83704,,Lipoprotein bld quan part,0.00
83718,,Assay of lipoprotein,0.00
83719,,Assay of blood lipoprotein,0.00
83721,,Assay of blood lipoprotein,0.00
83722,,Lipoprtn dir meas sd ldl chl,0.00
83727,,Assay of lrh hormone,0.00
83735,,Assay of magnesium,0.00
83775,,Assay malate dehydrogenase,0.00
83785,,Assay of manganese,0.00
83789,,Mass spectrometry qual/quan,0.00
83825,,Assay of mercury,0.00
83835,,Assay of metanephrines,0.00
83857,,Assay of methemalbumin,0.00
83861,,Microfluid analy tears,0.00
83864,,Mucopolysaccharides,0.00
83872,,Assay synovial fluid mucin,0.00
83873,,Assay of csf protein,0.00
83874,,Assay of myoglobin,0.00
83876,,Assay myeloperoxidase,0.00
83880,,Assay of natriuretic peptide,0.00
83883,,Assay nephelometry not spec,0.00
83884,,Assay neurflmnt light chain,0.00
83885,,Assay of nickel,0.00
83915,,Assay of nucleotidase,0.00
83916,,Oligoclonal bands,0.00
83918,,Organic acids total quant,0.00
83919,,Organic acids qual each,0.00
83921,,Organic acid single quant,0.00
83930,,Assay of blood osmolality,0.00
83935,,Assay of urine osmolality,0.00
83937,,Assay of osteocalcin,0.00
83945,,Assay of oxalate,0.00
83950,,Oncoprotein her-2/neu,0.00
83951,,Oncoprotein dcp,0.00
83970,,Assay of parathormone,0.00
83986,,Assay ph body fluid nos,0.00
83987,,Exhaled breath condensate,0.00
83992,,Assay for phencyclidine,0.00
83993,,Assay for calprotectin fecal,0.00
84030,,Assay of blood pku,0.00
84035,,Assay of phenylketones,0.00
84060,,Assay acid phosphatase,0.00
84066,,Assay prostate phosphatase,0.00
84075,,Assay alkaline phosphatase,0.00
84078,,Assay alkaline phosphatase,0.00
84080,,Assay alkaline phosphatases,0.00
84081,,Assay phosphatidylglycerol,0.00
84085,,Assay of rbc pg6d enzyme,0.00
84087,,Assay phosphohexose enzymes,0.00
84100,,Assay of phosphorus,0.00
84105,,Assay of urine phosphorus,0.00
84106,,Test for porphobilinogen,0.00
84110,,Assay of porphobilinogen,0.00
84112,,Eval amniotic fluid protein,0.00
84119,,Test urine for porphyrins,0.00
84120,,Assay of urine porphyrins,0.00
84126,,Assay of feces porphyrins,0.00
84132,,Assay of serum potassium,0.00
84133,,Assay of urine potassium,0.00
84134,,Assay of prealbumin,0.00
84135,,Assay of pregnanediol,0.00
84138,,Assay of pregnanetriol,0.00
84140,,Assay of pregnenolone,0.00
84143,,Assay of 17-hydroxypregneno,0.00
84144,,Assay of progesterone,0.00
84145,,Procalcitonin (pct),0.00
84146,,Assay of prolactin,0.00
84150,,Assay of prostaglandin,0.00
84152,,Assay of psa complexed,0.00
84153,,Assay of psa total,0.00
84154,,Assay of psa free,0.00
84155,,Assay of protein serum,0.00
84156,,Assay of protein urine,0.00
84157,,Assay of protein other,0.00
84160,,Assay of protein any source,0.00
84163,,Pappa serum,0.00
84165,,Protein e-phoresis serum,0.00
84165,26,Protein e-phoresis serum,0.37
84166,,Protein e-phoresis/urine/csf,0.00
84166,26,Protein e-phoresis/urine/csf,0.37
84181,,Western blot test,0.00
84181,26,Western blot test,0.37
84182,,Protein western blot test,0.00
84182,26,Protein western blot test,0.37
84202,,Assay rbc protoporphyrin,0.00
84203,,Test rbc protoporphyrin,0.00
84206,,Assay of proinsulin,0.00
84207,,Assay of vitamin b-6,0.00
84210,,Assay of pyruvate,0.00
84220,,Assay of pyruvate kinase,0.00
84228,,Assay of quinine,0.00
84233,,Assay of estrogen,0.00
84234,,Assay of progesterone,0.00
84235,,Assay of endocrine hormone,0.00
84238,,Assay nonendocrine receptor,0.00
84244,,Assay of renin,0.00
84252,,Assay of vitamin b-2,0.00
84255,,Assay of selenium,0.00
84260,,Assay of serotonin,0.00
84270,,Assay of sex hormone globul,0.00
84275,,Assay of sialic acid,0.00
84285,,Assay of silica,0.00
84295,,Assay of serum sodium,0.00
84300,,Assay of urine sodium,0.00
84302,,Assay of sweat sodium,0.00
84305,,Assay of somatomedin,0.00
84307,,Assay of somatostatin,0.00
84311,,Spectrophotometry,0.00
84315,,Body fluid specific gravity,0.00
84375,,Chromatogram assay sugars,0.00
84376,,Sugars single qual,0.00
84377,,Sugars multiple qual,0.00
84378,,Sugars single quant,0.00
84379,,Sugars multiple quant,0.00
84392,,Assay of urine sulfate,0.00
84393,,Tau phosphorylated ea,0.00
84394,,Total tau,0.00
84402,,Assay of free testosterone,0.00
84403,,Assay of total testosterone,0.00
84410,,Testosterone bioavailable,0.00
84425,,Assay of vitamin b-1,0.00
84430,,Assay of thiocyanate,0.00
84431,,Thromboxane urine,0.00
84432,,Assay of thyroglobulin,0.00
84433,,Asy thiopurin s-mthyltrnsfrs,0.00
84436,,Assay of total thyroxine,0.00
84437,,Assay of neonatal thyroxine,0.00
84439,,Assay of free thyroxine,0.00
84442,,Assay of thyroid activity,0.00
84443,,Assay thyroid stim hormone,0.00
84445,,Assay of tsi globulin,0.00
84446,,Assay of vitamin e,0.00
84449,,Assay of transcortin,0.00
84450,,Transferase (ast) (sgot),0.00
84460,,Alanine amino (alt) (sgpt),0.00
84466,,Assay of transferrin,0.00
84478,,Assay of triglycerides,0.00
84479,,Assay of thyroid (t3 or t4),0.00
84480,,Assay triiodothyronine (t3),0.00
84481,,Free assay (ft-3),0.00
84482,,T3 reverse,0.00
84484,,Assay of troponin quant,0.00
84485,,Assay duodenal fluid trypsin,0.00
84488,,Test feces for trypsin,0.00
84490,,Assay of feces for trypsin,0.00
84510,,Assay of tyrosine,0.00
84512,,Assay of troponin qual,0.00
84520,,Assay of urea nitrogen,0.00
84525,,Urea nitrogen semi-quant,0.00
84540,,Assay of urine/urea-n,0.00
84545,,Urea-n clearance test,0.00
84550,,Assay of blood/uric acid,0.00
84560,,Assay of urine/uric acid,0.00
84577,,Assay of feces/urobilinogen,0.00
84578,,Test urine urobilinogen,0.00
84580,,Assay of urine urobilinogen,0.00
84583,,Assay of urine urobilinogen,0.00
84585,,Assay of urine vma,0.00
84586,,Assay of vip,0.00
84588,,Assay of vasopressin,0.00
84590,,Assay of vitamin a,0.00
84591,,Assay of nos vitamin,0.00
84597,,Assay of vitamin k,0.00
84600,,Assay of volatiles,0.00
84620,,Xylose tolerance test,0.00
84630,,Assay of zinc,0.00
84681,,Assay of c-peptide,0.00
84702,,Chorionic gonadotropin test,0.00
84703,,Chorionic gonadotropin assay,0.00
84704,,Hcg free betachain test,0.00
84830,,Ovulation tests,0.00
84999,,Unlisted chemistry procedure,0.00
85002,,Bleeding time test,0.00
85004,,Automated diff wbc count,0.00
85007,,Bl smear w/diff wbc count,0.00
85008,,Bl smear w/o diff wbc count,0.00
85009,,Manual diff wbc count b-coat,0.00
85013,,Spun microhematocrit,0.00
85014,,Hematocrit,0.00
85018,,Hemoglobin,0.00
85025,,Complete cbc w/auto diff wbc,0.00
85027,,Complete cbc automated,0.00
85032,,Manual cell count each,0.00
85041,,Automated rbc count,0.00
85044,,Manual reticulocyte count,0.00
85045,,Automated reticulocyte count,0.00
85046,,Reticyte/hgb concentrate,0.00
85048,,Automated leukocyte count,0.00
85049,,Automated platelet count,0.00
85055,,Reticulated platelet assay,0.00
85060,,Blood smear interpretation,0.45
85097,,Bone marrow interpretation,0.94
85130,,Chromogenic substrate assay,0.00
85170,,Blood clot retraction,0.00
85175,,Blood clot lysis time,0.00
85210,,Clot factor ii prothrom spec,0.00
85220,,Blooc clot factor v test,0.00
85230,,Clot factor vii proconvertin,0.00
85240,,Clot factor viii ahg 1 stage,0.00
85244,,Clot factor viii reltd antgn,0.00
85245,,Clot factor viii vw ristoctn,0.00
85246,,Clot factor viii vw antigen,0.00
85247,,Clot factor viii multimetric,0.00
85250,,Clot factor ix ptc/chrstmas,0.00
85260,,Clot factor x stuart-power,0.00
85270,,Clot factor xi pta,0.00
85280,,Clot factor xii hageman,0.00
85290,,Clot factor xiii fibrin stab,0.00
85291,,Clot factor xiii fibrin scrn,0.00
85292,,Clot factor fletcher fact,0.00
85293,,Clot factor wght kininogen,0.00
85300,,Antithrombin iii activity,0.00
85301,,Antithrombin iii antigen,0.00
85302,,Clot inhibit prot c antigen,0.00
85303,,Clot inhibit prot c activity,0.00
85305,,Clot inhibit prot s total,0.00
85306,,Clot inhibit prot s free,0.00
85307,,Assay activated protein c,0.00
85335,,Factor inhibitor test,0.00
85337,,Thrombomodulin,0.00
85345,,Coagulation time lee & white,0.00
85347,,Coagulation time activated,0.00
85348,,Coagulation time otr method,0.00
85360,,Euglobulin lysis,0.00
85362,,Fibrin degradation products,0.00
85366,,Fibrinogen test,0.00
85370,,Fibrinogen test,0.00
85378,,Fibrin degrade semiquant,0.00
85379,,Fibrin degradation quant,0.00
85380,,Fibrin degradj d-dimer,0.00
85384,,Fibrinogen activity,0.00
85385,,Fibrinogen antigen,0.00
85390,,Fibrinolysins screen i&r,0.00
85390,26,Fibrinolysins screen i&r,0.75
85396,,Clotting assay whole blood,0.37
85397,,Clotting funct activity,0.00
85400,,Fibrinolytic plasmin,0.00
85410,,Fibrinolytic antiplasmin,0.00
85415,,Fibrinolytic plasminogen,0.00
85420,,Fibrinolytic plasminogen,0.00
85421,,Fibrinolytic plasminogen,0.00
85441,,Heinz bodies direct,0.00
85445,,Heinz bodies induced,0.00
85460,,Hemoglobin fetal,0.00
85461,,Hemoglobin fetal,0.00
85475,,Hemolysin acid,0.00
85520,,Heparin assay,0.00
85525,,Heparin neutralization,0.00
85530,,Heparin-protamine tolerance,0.00
85536,,Iron stain peripheral blood,0.00
85540,,Wbc alkaline phosphatase,0.00
85547,,Rbc mechanical fragility,0.00
85549,,Muramidase,0.00
85555,,Rbc osmotic fragility,0.00
85557,,Rbc osmotic fragility,0.00
85576,,Blood platelet aggregation,0.00
85576,26,Blood platelet aggregation,0.37
85597,,Phospholipid pltlt neutraliz,0.00
85598,,Hexagnal phosph pltlt neutrl,0.00
85610,,Prothrombin time,0.00
85611,,Prothrombin test,0.00
85612,,Viper venom prothrombin time,0.00
85613,,Russell viper venom diluted,0.00
85635,,Reptilase test,0.00
85651,,Rbc sed rate nonautomated,0.00
85652,,Rbc sed rate automated,0.00
85660,,Rbc sickle cell test,0.00
85670,,Thrombin time plasma,0.00
85675,,Thrombin time titer,0.00
85705,,Thromboplastin inhibition,0.00
85730,,Thromboplastin time partial,0.00
85732,,Thromboplastin time partial,0.00
85810,,Blood viscosity examination,0.00
85999,,Unlisted hematology&coagj px,0.00
86000,,Agglutinins febrile antigen,0.00
86001,,Allergen specific igg,0.00
86003,,Allg spec ige crude xtrc ea,0.00
86005,,Allg spec ige multiallg scr,0.00
86008,,Allg spec ige recomb ea,0.00
86015,,Actin antibody each,0.00
86021,,Wbc antibody identification,0.00
86022,,Platelet antibodies,0.00
86023,,Immunoglobulin assay,0.00
86036,,Anca screen each antibody,0.00
86037,,Anca titer each antibody,0.00
86038,,Antinuclear antibodies,0.00
86039,,Antinuclear antibodies (ana),0.00
86041,,Acetylcholn rcptr bndng antb,0.00
86042,,Acetylcholn rcptr blckg antb,0.00
86043,,Acetylcholn rcptr modlg antb,0.00
86051,,Aquaporin-4 antb elisa,0.00
86052,,Aquaporin-4 antb cba each,0.00
86053,,Aqaprn-4 antb flo cytmtry ea,0.00
86060,,Antistreptolysin o titer,0.00
86063,,Antistreptolysin o screen,0.00
86077,,Phys blood bank serv xmatch,0.94
86078,,Phys blood bank serv reactj,0.94
86079,,Phys blood bank serv authrj,0.94
86140,,C-reactive protein,0.00
86141,,C-reactive protein hs,0.00
86146,,Beta-2 glycoprotein antibody,0.00
86147,,Cardiolipin antibody ea ig,0.00
86148,,Anti-phospholipid antibody,0.00
86152,,Cell enumeration & id,0.00
86153,26,Cell enumeration phys interp,0.69
86155,,Chemotaxis assay,0.00
86156,,Cold agglutinin screen,0.00
86157,,Cold agglutinin titer,0.00
86160,,Complement antigen,0.00
86161,,Complement/function activity,0.00
86162,,Complement total (ch50),0.00
86171,,Complement fixation each,0.00
86200,,Ccp antibody,0.00
86215,,Deoxyribonuclease antibody,0.00
86225,,Dna antibody native,0.00
86226,,Dna antibody single strand,0.00
86231,,Ema each ig class,0.00
86235,,Nuclear antigen antibody,0.00
86255,,Fluorescent antibody screen,0.00
86255,26,Fluorescent antibody screen,0.37
86256,,Fluorescent antibody titer,0.00
86256,26,Fluorescent antibody titer,0.37
86258,,Dgp antibody each ig class,0.00
86277,,Growth hormone antibody,0.00
86280,,Hemagglutination inhibition,0.00
86294,,Immunoassay tumor qual,0.00
86300,,Immunoassay tumor ca 15-3,0.00
86301,,Immunoassay tumor ca 19-9,0.00
86304,,Immunoassay tumor ca 125,0.00
86305,,Human epididymis protein 4,0.00
86308,,Heterophile antibody screen,0.00
86309,,Heterophile antibody titer,0.00
86310,,Heterophile antibody absrbj,0.00
86316,,Immunoassay tumor other,0.00
86317,,Immunoassay infectious agent,0.00
86318,,Ia infectious agent antibody,0.00
86320,,Serum immunoelectrophoresis,0.00
86320,26,Serum immunoelectrophoresis,0.37
86325,,Other immunoelectrophoresis,0.00
86325,26,Other immunoelectrophoresis,0.37
86328,,Ia nfct ab sarscov2 covid19,0.00
86329,,Immunodiffusion nes,0.00
86331,,Immunodiffusion ouchterlony,0.00
86332,,Immune complex assay,0.00
86334,,Immunofix e-phoresis serum,0.00
86334,26,Immunofix e-phoresis serum,0.37
86335,,Immunfix e-phorsis/urine/csf,0.00
86335,26,Immunfix e-phorsis/urine/csf,0.37
86336,,Inhibin a,0.00
86337,,Insulin antibodies,0.00
86340,,Intrinsic factor antibody,0.00
86341,,Islet cell antibody,0.00
86343,,Leukocyte histamine release,0.00
86344,,Leukocyte phagocytosis,0.00
86352,,Cell function assay w/stim,0.00
86353,,Lymphocyte transformation,0.00
86355,,B cells total count,0.00
86356,,Mononuclear cell antigen,0.00
86357,,Nk cells total count,0.00
86359,,T cells total count,0.00
86360,,T cell absolute count/ratio,0.00
86361,,T cell absolute count,0.00
86362,,Mog-igg1 antb cba each,0.00
86363,,Mog-igg1 antb flo cytmtry ea,0.00
86364,,Tiss trnsgltmnase ea ig clas,0.00
86366,,Muscle-specific kinase antb,0.00
86367,,Stem cells total count,0.00
86376,,Microsomal antibody each,0.00
86381,,Mitochondrial antibody each,0.00
86382,,Neutralization test viral,0.00
86384,,Nitroblue tetrazolium dye,0.00
86386,,Nuclear matrix protein 22,0.00
86403,,Particle agglut antbdy scrn,0.00
86406,,Particle agglut antbdy titr,0.00
86408,,Neutrlzg antb sarscov2 scr,0.00
86409,,Neutrlzg antb sarscov2 titer,0.00
86413,,Sars-cov-2 antb quantitative,0.00
86430,,Rheumatoid factor test qual,0.00
86431,,Rheumatoid factor quant,0.00
86480,,Tb test cell immun measure,0.00
86481,,Tb ag response t-cell susp,0.00
86485,,Skin test candida,0.00
86486,,Skin test unlisted antign ea,0.00
86510,,Histoplasmosis skin test,0.00
86580,,Tb intradermal test,0.00
86581,,Strptcs pneum antb serot ia,0.00
86590,,Streptokinase antibody,0.00
86592,,Syphilis test non-trep qual,0.00
86593,,Syphilis test non-trep quant,0.00
86596,,Voltage-gtd ca chnl antb ea,0.00
86602,,Antinomyces antibody,0.00
86603,,Adenovirus antibody,0.00
86606,,Aspergillus antibody,0.00
86609,,Bacterium antibody,0.00
86611,,Bartonella antibody,0.00
86612,,Blastomyces antibody,0.00
86615,,Bordetella antibody,0.00
86617,,Lyme disease antibody,0.00
86618,,Lyme disease antibody,0.00
86619,,Borrelia antibody,0.00
86622,,Brucella antibody,0.00
86625,,Campylobacter antibody,0.00
86628,,Candida antibody,0.00
86631,,Chlamydia antibody,0.00
86632,,Chlamydia igm antibody,0.00
86635,,Coccidioides antibody,0.00
86638,,Q fever antibody,0.00
86641,,Cryptococcus antibody,0.00
86644,,Cmv antibody,0.00
86645,,Cmv antibody igm,0.00
86648,,Diphtheria antibody,0.00
86651,,Encephalitis californ antbdy,0.00
86652,,Encephaltis east eqne anbdy,0.00
